QTYRANK,DOLLARRANK,INDEX,ITEM CODE,DESCRIPTION,PRICE,VENDOR,Month,CreativeTeam,Writer,InteriorArtist,CoverArtist,WriterIsArtist,WriterIsCoverArtist,ArtistIsCoverArtist,Volume,CreatorOwned
97,77,0.85,OCT160304,CHECKMATE BY GREG RUCKA,24.99,DC,2017-01-01,"(W) Greg Rucka, Nunzio Defilippis, Christina Weir (A) Jesus Saiz, Steve Scott, Cliff Richards, Steve Bird, Bob Wiacek, Fernando Blanco, Dan Green (CA) Lee Bermejo","Greg Rucka, Nunzio Defilippis, Christina Weir","Jesus Saiz, Steve Scott, Cliff Richards, Steve Bird, Bob Wiacek, Fernando Blanco, Dan Green",Lee Bermejo,False,False,False,1.0,False
98,53,0.83,OCT161030,WOLVERINE BY DANIEL WAY COMPLETE COLLECTION,34.99,Marvel,2017-01-01,(W) Daniel Way (A) Various (CA) Joe Quesada,Daniel Way,Various,Joe Quesada,False,False,False,1.0,False
99,119,0.82,SEP160568,MICKEY MOUSE MYSTERIOUS MELODY,14.99,IDW,2017-01-01,(W) Bernard Cosey (A/CA) Bernard Cosey,Bernard Cosey,Bernard Cosey,Bernard Cosey,False,False,True,1.0,False
100,134,0.82,JAN140556,SAGA,14.99,Image,2017-01-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,3.0,True
1,9,8.73,DEC160767-M,SEVEN TO ETERNITY,9.99,Image,2017-02-01,(W) Rick Remender (A/CA) Jerome Opena,Rick Remender,Jerome Opena,Jerome Opena,False,False,True,1.0,True
2,11,6.71,OCT160480,LOVE IS LOVE,9.99,IDW,2017-02-01,"(W) Phil Jimenez, Cat Staggs, Steve Orlando, Dennis Cowen, Paul Dini, Ming Doyle, Brian Michael Bendis, Emma Vicelli, Ed Luce, Kieron Gillen, Various (A) Phil Jimenez, Cat Staggs, Steve Orlando, Dennis Cowen, Paul Dini, Ming Doyle, Brian Michael Bendis, Emma Vicelli, Ed Luce, Kieron Gillen, Jay Edidin, Various (CA) Elsa Charretier","Phil Jimenez, Cat Staggs, Steve Orlando, Dennis Cowen, Paul Dini, Ming Doyle, Brian Michael Bendis, Emma Vicelli, Ed Luce, Kieron Gillen, Various","Phil Jimenez, Cat Staggs, Steve Orlando, Dennis Cowen, Paul Dini, Ming Doyle, Brian Michael Bendis, Emma Vicelli, Ed Luce, Kieron Gillen, Jay Edidin, Various",Elsa Charretier,False,False,False,1.0,True
3,7,5.8,NOV160317,BATMAN DETECTIVE,16.99,DC,2017-02-01,"(W) James TynionIV (A) Alvaro Martinez, Raul Fernandez, Al Barrionuevo (A/CA) Eddy Barrows, Eber Ferreira",James TynionIV,"Alvaro Martinez, Raul Fernandez, Al Barrionuevo,Eddy Barrows, Eber Ferreira","Eddy Barrows, Eber Ferreira",False,False,True,1.0,False
4,21,5.39,DEC160774,SNOTGIRL,9.99,Image,2017-02-01,(W) Bryan Lee O'Malley (A/CA) Leslie Hung,Bryan Lee O'Malley,Leslie Hung,Leslie Hung,False,False,True,1.0,True
5,10,5.14,NOV160320,WONDER WOMAN,16.99,DC,2017-02-01,"(W) Greg Rucka (A) Matthew Clark, Sean Parsons (A/CA) Liam Sharp",Greg Rucka,"Matthew Clark, Sean Parsons,Liam Sharp",Liam Sharp,False,False,True,1.0,False
6,6,4.82,JUN160408,MARCH,19.99,IDW,2017-02-01,"(W) Andrew Aydin, John Lewis (A/CA) Nate Powell","Andrew Aydin, John Lewis",Nate Powell,Nate Powell,False,False,True,3.0,True
7,13,4.02,NOV160319,SUPERMAN ACTION COMICS,16.99,DC,2017-02-01,"(W) Dan Jurgens (A) Patrick Zircher, Tyler Kirkham, Stephen Segovia, Art Thibert (CA) Ryan Sook",Dan Jurgens,"Patrick Zircher, Tyler Kirkham, Stephen Segovia, Art Thibert",Ryan Sook,False,False,False,1.0,False
8,14,3.67,NOV160318,HAL JORDAN & THE GLC,17.99,DC,2017-02-01,"(W) Robert Venditti (A) Rafael Sandoval, Jordi Tarragona (A/CA) Ethan Van Sciver",Robert Venditti,"Rafael Sandoval, Jordi Tarragona,Ethan Van Sciver",Ethan Van Sciver,False,False,True,1.0,False
9,19,3.66,DEC160821,OUTCAST BY KIRKMAN & AZACETA,14.99,Image,2017-02-01,(W) Robert Kirkman (A/CA) Paul Azaceta,Robert Kirkman,Paul Azaceta,Paul Azaceta,False,False,True,4.0,True
10,2,3.02,OCT160999,CIVIL WAR II,50.0,Marvel,2017-02-01,"(W) Brian Michael Bendis (A) David Marquez, Olivier Coipel, Jim Cheung (CA) Marko Djurdjevic",Brian Michael Bendis,"David Marquez, Olivier Coipel, Jim Cheung",Marko Djurdjevic,False,False,False,1.0,False
11,26,2.99,NOV160345,SCOOBY APOCALYPSE,16.99,DC,2017-02-01,"(W) Jim Lee, Keith Giffen, J. M. DeMatteis (A) Howard Porter, Dale Eaglesham, Wellington Alves, Scott Hanna (CA) Jim Lee","Jim Lee, Keith Giffen, J. M. DeMatteis","Howard Porter, Dale Eaglesham, Wellington Alves, Scott Hanna",Jim Lee,False,False,False,1.0,False
12,32,2.62,NOV160970,DEADPOOL BACK IN BLACK,16.99,Marvel,2017-02-01,(W) Cullen Bunn (A/CA) Salva Espin,Cullen Bunn,Salva Espin,Salva Espin,False,False,True,1.0,False
13,31,2.59,NOV160332,HARLEY QUINN AND HER GANG OF HARLEYS,16.99,DC,2017-02-01,"(W) Jimmy Palmiotti, Frank Tieri (A) Mauricet, Alex Tefenkgi, Inaki Miranda, Dawn McTeigue, Ray McCarthy, Mark Roslan (CA) Amanda Conner","Jimmy Palmiotti, Frank Tieri","Mauricet, Alex Tefenkgi, Inaki Miranda, Dawn McTeigue, Ray McCarthy, Mark Roslan",Amanda Conner,False,False,False,1.0,False
14,35,2.49,NOV160705,AUTUMNLANDS,16.99,Image,2017-02-01,(W) Kurt Busiek (A/CA) Benjamin Dewey,Kurt Busiek,Benjamin Dewey,Benjamin Dewey,False,False,True,2.0,True
15,37,2.45,NOV160344,FUTURE QUEST,16.99,DC,2017-02-01,"(W) Jeff Parker (A) Steve Rude, Ron Randall, Craig Rousseau, Jeff Parker, Jonathan Case, Aaron Lopresti, Karl Kesel (A/CA) Evan ""Doc"" Shaner",Jeff Parker,"Steve Rude, Ron Randall, Craig Rousseau, Jeff Parker, Jonathan Case, Aaron Lopresti, Karl Kesel,Evan ""Doc"" Shaner","Evan ""Doc"" Shaner",False,False,True,1.0,False
16,40,2.37,NOV160359,SHERIFF OF BABYLON,16.99,DC,2017-02-01,(W) Tom King (A) Mitch Gerards (CA) John Paul Leon,Tom King,Mitch Gerards,John Paul Leon,False,False,False,2.0,False
17,92,2.25,NOV160343,WONDER WOMAN HER GREATEST BATTLES,9.99,DC,2017-02-01,"(W) George Perez, John Byrne, Greg Rucka, Gail Simone, Geoff Johns, Brian Azzarello, Len Wein (A) George Perez, John Byrne, Jim Lee, Cliff Chiang, Bruce D. Patterson, Drew Johnson, Ray Snyder, Rags Morales, David Lopez, Tom Derenick, Georges Jeanty, Karl Kerschl, Mark Propst, Bit, Dexter Vines, Bob Petrecca, Chris Batista, Fernando Dagnino, Doug Hazlewood, Raul Fernandez, Scott Williams (CA) Frank Cho","George Perez, John Byrne, Greg Rucka, Gail Simone, Geoff Johns, Brian Azzarello, Len Wein","George Perez, John Byrne, Jim Lee, Cliff Chiang, Bruce D. Patterson, Drew Johnson, Ray Snyder, Rags Morales, David Lopez, Tom Derenick, Georges Jeanty, Karl Kerschl, Mark Propst, Bit, Dexter Vines, Bob Petrecca, Chris Batista, Fernando Dagnino, Doug Hazlewood, Raul Fernandez, Scott Williams",Frank Cho,False,False,False,1.0,False
18,51,2.19,NOV160962,DEADPOOL AND MERCS FOR MONEY,15.99,Marvel,2017-02-01,(W) Cullen Bunn (A/CA) Iban Coello,Cullen Bunn,Iban Coello,Iban Coello,False,False,True,1.0,False
19,186,2.14,JAN140790,MMW RAWHIDE KID,24.99,Marvel,2017-02-01,(W) Stan Lee (A) Various (CA) Jack Kirby,Stan Lee,Various,Jack Kirby,False,False,False,1.0,False
20,97,2.14,AUG120491,SAGA,9.99,Image,2017-02-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,1.0,True
21,23,2.14,NOV160321,BATMAN NIGHT OF THE MONSTER MEN,24.99,DC,2017-02-01,"(W) Steve Orlando, Tom King, Tim Seeley, James TynionIV (A) Roge Antonia, Andy MacDonald (A/CA) Riley Rossmo","Steve Orlando, Tom King, Tim Seeley, James TynionIV","Roge Antonia, Andy MacDonald,Riley Rossmo",Riley Rossmo,False,False,True,1.0,False
22,47,2.1,NOV160333,INJUSTICE GODS AMONG US YEAR FIVE,16.99,DC,2017-02-01,"(W) Brian Buccellato (A) Mike S. Miller, Bruno Redondo, Iban Coello, Tom Derenick, Juan Albarran (CA) David Yardin",Brian Buccellato,"Mike S. Miller, Bruno Redondo, Iban Coello, Tom Derenick, Juan Albarran",David Yardin,False,False,False,1.0,False
23,29,2.03,NOV141657,MARCH,19.95,IDW,2017-02-01,"(W) John Lewis, Andrew Aydin (A/CA) Nate Powell","John Lewis, Andrew Aydin",Nate Powell,Nate Powell,False,False,True,2.0,True
24,30,2.0,NOV161705,RICK & MORTY,19.99,Oni,2017-02-01,"(W) Kyle Starks, Marc Ellerby (A) Marc Ellerby, Kyle Starks (A/CA) CJ Cannon","Kyle Starks, Marc Ellerby","Marc Ellerby, Kyle Starks,CJ Cannon",CJ Cannon,False,False,True,4.0,False
25,56,1.98,OCT160291,BATMAN,16.99,DC,2017-02-01,"(W) Tom King, Scott Snyder (A) Mikel Janin, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Scott Hanna, Joe Prado, Oclair Albert (A/CA) David Finch","Tom King, Scott Snyder","Mikel Janin, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Scott Hanna, Joe Prado, Oclair Albert,David Finch",David Finch,False,False,True,1.0,False
26,64,1.97,MAR160684,SAGA,14.99,Image,2017-02-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,6.0,True
27,57,1.96,OCT160351,LOCKE & KEY SMALL WORLD DLX,14.99,IDW,2017-02-01,(W) Joe Hill (A/CA) Gabriel Rodriguez,Joe Hill,Gabriel Rodriguez,Gabriel Rodriguez,False,False,True,1.0,True
28,17,1.96,NOV160971,WOLVERINE VS DEADPOOL,29.99,Marvel,2017-02-01,(W) Various (A) Various (CA) Simone Bianchi,Various,Various,Simone Bianchi,False,False,False,1.0,False
29,18,1.93,JUL100692,WOLVERINE OLD MAN LOGAN,29.99,Marvel,2017-02-01,(W) Mark Millar (A/CA) Steve McNiven,Mark Millar,Steve McNiven,Steve McNiven,False,False,True,1.0,False
30,1,1.88,AUG160985-M,DAREDEVIL OMNIBUS,125.0,Marvel,2017-02-01,"(W) Stan Lee, Wallace Wood, Dennis O'Neil (A) Various (CA) Alex Ross","Stan Lee, Wallace Wood, Dennis O'Neil",Various,Alex Ross,False,False,False,1.0,False
31,22,1.82,JUN160571-M,WIND IN THE WILLOWS,24.99,IDW,2017-02-01,(W) Kenneth Grahame (A/CA) David Petersen,Kenneth Grahame,David Petersen,David Petersen,False,False,True,1.0,False
32,12,1.82,AUG160997,STAR WARS DARTH VADER,39.99,Marvel,2017-02-01,"(W) Kieron Gillen, Jason Aaron (A) Mike Deodato, Salvador Larroca, Leinil Francis Yu (CA) Kaare Andrews","Kieron Gillen, Jason Aaron","Mike Deodato, Salvador Larroca, Leinil Francis Yu",Kaare Andrews,False,False,False,2.0,False
33,60,1.79,DEC160625,BLACK HISTORY IN ITS OWN WORDS,16.99,Image,2017-02-01,(W/A/CA) Ronald Wimberly,Ronald Wimberly,Ronald Wimberly,Ronald Wimberly,True,True,True,1.0,True
34,76,1.75,DEC160818,NAMELESS,14.99,Image,2017-02-01,(W) Grant Morrison (A/CA) Chris Burnham,Grant Morrison,Chris Burnham,Chris Burnham,False,False,True,1.0,True
35,16,1.72,AUG160994,WOLVERINE OLD MAN LOGAN,34.99,Marvel,2017-02-01,(W) Mark Millar (A/CA) Steve McNiven,Mark Millar,Steve McNiven,Steve McNiven,False,False,True,1.0,False
36,82,1.72,DEC162096,TOKYO GHOUL,12.99,Viz,2017-02-01,(W) Sui Ishida (A/CA) Sui Ishida,Sui Ishida,Sui Ishida,Sui Ishida,False,False,True,11.0,True
37,124,1.66,DEC160754,ECLIPSE,9.99,Image,2017-02-01,(W) Zack Kaplan (A/CA) Giovanni Timpano,Zack Kaplan,Giovanni Timpano,Giovanni Timpano,False,False,True,1.0,True
38,80,1.64,NOV160966,DAREDEVIL BACK IN BLACK,15.99,Marvel,2017-02-01,(W) Charles Soule (A/CA) Ron Garney,Charles Soule,Ron Garney,Ron Garney,False,False,True,3.0,False
38,41,1.64,NOV160958,DOCTOR STRANGE PREM,24.99,Marvel,2017-02-01,"(W) Jason Aaron, Kathryn Immonen (A) Various (CA) Chris Bachalo","Jason Aaron, Kathryn Immonen",Various,Chris Bachalo,False,False,False,3.0,False
40,79,1.64,NOV160960,ALL NEW ALL DIFFERENT AVENGERS,15.99,Marvel,2017-02-01,(W) Various (A) Various (CA) Alex Ross,Various,Various,Alex Ross,False,False,False,3.0,False
41,133,1.62,APR160803,MONSTRESS,9.99,Image,2017-02-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,1.0,True
42,72,1.62,NOV160341,WONDER WOMAN,16.99,DC,2017-02-01,"(W) Meredith Finch, Greg Rucka (A) Miguel Mendonca, Scott Hanna, Johnny Desjardins, Sandu Florea, Dexter Vines, Diana Egea, Juan Albarran, Matthew Clark, Sean Parsons, Liam Sharp (A/CA) David Finch","Meredith Finch, Greg Rucka","Miguel Mendonca, Scott Hanna, Johnny Desjardins, Sandu Florea, Dexter Vines, Diana Egea, Juan Albarran, Matthew Clark, Sean Parsons, Liam Sharp,David Finch",David Finch,False,False,True,9.0,False
43,77,1.59,NOV160959,CAPTAIN MARVEL,16.99,Marvel,2017-02-01,"(W) Ruth Gage, Christos Gage (A) Marco Failla (A/CA) Kris Anka","Ruth Gage, Christos Gage","Marco Failla,Kris Anka",Kris Anka,False,False,True,2.0,False
44,71,1.56,NOV160964,EXTRAORDINARY X-MEN,17.99,Marvel,2017-02-01,(W) Various (A) Various (CA) Humberto Ramos,Various,Various,Humberto Ramos,False,False,False,3.0,False
45,145,1.56,JAN160645,PAPER GIRLS,9.99,Image,2017-02-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,1.0,True
46,24,1.55,AUG140892,STAR WARS MARVEL YRS OMNIBUS,125.0,Marvel,2017-02-01,(W) Various (A) Various (CA) Howard Chaykin,Various,Various,Howard Chaykin,False,False,False,1.0,False
47,62,1.55,NOV160338,NEW TEEN TITANS,19.99,DC,2017-02-01,"(W) Marv Wolfman, Mike W. Barr (A) Keith Pollard, Romeo Tanghal, Ed Hannigan, Jim Aparo (A/CA) George Perez","Marv Wolfman, Mike W. Barr","Keith Pollard, Romeo Tanghal, Ed Hannigan, Jim Aparo,George Perez",George Perez,False,False,True,6.0,False
48,53,1.54,OCT161708,RICK & MORTY LIL POOPY SUPERSTAR,19.99,Oni,2017-02-01,(W) Sarah Graley (A) Marc Ellerby (A/CA) Sarah Graley,Sarah Graley,"Marc Ellerby,Sarah Graley",Sarah Graley,False,False,True,1.0,False
49,25,1.52,AUG160993,SPIDER-GWEN,34.99,Marvel,2017-02-01,(W) Jason Latour (A) Chris Visions (A/CA) Robbi Rodriguez,Jason Latour,"Chris Visions,Robbi Rodriguez",Robbi Rodriguez,False,False,True,1.0,False
50,45,1.48,NOV160947,EMPRESS BOOK ONE PREMIERE,24.99,Marvel,2017-02-01,(W) Mark Millar (A/CA) Stuart Immonen,Mark Millar,Stuart Immonen,Stuart Immonen,False,False,True,1.0,False
51,65,1.48,NOV160336,ROBIN WAR,19.99,DC,2017-02-01,"(W) Tom King, Ray Fawkes, Lee Bermejo, Scott Lobdell, Brenden Fletcher, Patrick Gleason, Will Pfeifer, Tim Seeley (A) Adam Archer, Ian Churchill, Jorge Corona, Carmine Di Giandomenico, Javi Fernandez, Raul Fernandez, Andres Guinaldo, Rob Haynes, Sandra Hope, Alvaro Martinez, Alain Mauricet, Scott McDaniel, Miguel Mendonca, Andy Owens, Steve Pugh, Khary Randolph, Norm Rapmund, Dexter Vines, Walden Wong (A/CA) Mikel Janin","Tom King, Ray Fawkes, Lee Bermejo, Scott Lobdell, Brenden Fletcher, Patrick Gleason, Will Pfeifer, Tim Seeley","Adam Archer, Ian Churchill, Jorge Corona, Carmine Di Giandomenico, Javi Fernandez, Raul Fernandez, Andres Guinaldo, Rob Haynes, Sandra Hope, Alvaro Martinez, Alain Mauricet, Scott McDaniel, Miguel Mendonca, Andy Owens, Steve Pugh, Khary Randolph, Norm Rapmund, Dexter Vines, Walden Wong,Mikel Janin",Mikel Janin,False,False,True,1.0,False
52,3,1.47,AUG160992,ALPHA FLIGHT BY JOHN BYRNE OMNIBUS,100.0,Marvel,2017-02-01,(W) Various (A) Various (CA) John Byrne,Various,Various,John Byrne,False,False,False,1.0,False
53,78,1.47,OCT160292,FLASH,17.99,DC,2017-02-01,"(W) Joshua Williamson (A) Carmine Di Giandomenico, Neil Googe, Felipe Watanabe, Andrew Currie, Oclair Albert (CA) Karl Kerschl",Joshua Williamson,"Carmine Di Giandomenico, Neil Googe, Felipe Watanabe, Andrew Currie, Oclair Albert",Karl Kerschl,False,False,False,1.0,False
54,156,1.43,NOV160973,COLOR YOUR OWN WOLVERINE,9.99,Marvel,2017-02-01,(W) Various (A) Various (CA) Joe Quesada,Various,Various,Joe Quesada,False,False,False,1.0,False
55,85,1.41,OCT160297,SUPERMAN,16.99,DC,2017-02-01,"(W) Peter J. Tomasi, Patrick Gleason (A) Patrick Gleason, Jorge Jimenez, Mick Gray (A/CA) Doug Mahnke, Jaime Mendoza","Peter J. Tomasi, Patrick Gleason","Patrick Gleason, Jorge Jimenez, Mick Gray,Doug Mahnke, Jaime Mendoza","Doug Mahnke, Jaime Mendoza",False,False,True,1.0,False
56,52,1.4,NOV160334,INJUSTICE GODS AMONG US YEAR FIVE,24.99,DC,2017-02-01,"(W) Brian Buccellato (A) Mike S. Miller, Bruno Redondo, Juan Albarran, Tom Derenick (CA) David Yardin",Brian Buccellato,"Mike S. Miller, Bruno Redondo, Juan Albarran, Tom Derenick",David Yardin,False,False,False,2.0,False
56,98,1.4,APR130443,SAGA,14.99,Image,2017-02-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,2.0,True
58,118,1.39,SEP160815,PAPER GIRLS,12.99,Image,2017-02-01,(W) Brian K. Vaughan (A) Matt Wilson (A/CA) Cliff Chiang,Brian K. Vaughan,"Matt Wilson,Cliff Chiang",Cliff Chiang,False,False,True,2.0,True
59,94,1.38,NOV160963,ALL NEW X-MEN,15.99,Marvel,2017-02-01,(W) Dennis Hopeless (A/CA) Mark Bagley,Dennis Hopeless,Mark Bagley,Mark Bagley,False,False,True,3.0,False
60,28,1.36,DEC140946,STAR WARS MARVEL YRS OMNIBUS,125.0,Marvel,2017-02-01,(W) Various (A) Various (CA) Gene Day,Various,Various,Gene Day,False,False,False,2.0,False
62,99,1.32,OCT160036,ANGEL CATBIRD,14.99,Dark Horse,2017-02-01,(W) Margaret Atwood (A/CA) Johnnie Christmas,Margaret Atwood,Johnnie Christmas,Johnnie Christmas,False,False,True,2.0,True
63,151,1.32,JAN130760,X-MEN LEGACY,15.99,Marvel,2017-02-01,"(W) Simon Spurrier (A) Tan Eng Huat, Jorge Molina (CA) Michael Del Mundo",Simon Spurrier,"Tan Eng Huat, Jorge Molina",Michael Del Mundo,False,False,False,1.0,False
64,39,1.3,OCT160035,HE-MAN & MASTERS OF UNIVERSE NEWSPAPER COMIC STRIPS,29.99,Dark Horse,2017-02-01,"(W) James Shull, chris Weber (A/CA) Gerald Forton","James Shull, chris Weber",Gerald Forton,Gerald Forton,False,False,True,1.0,False
65,110,1.29,NOV128157,WALKING DEAD,14.99,Image,2017-02-01,(W) Robert Kirkman (A) Cliff Rathburn (A/CA) Tony Moore,Robert Kirkman,"Cliff Rathburn,Tony Moore",Tony Moore,False,False,True,1.0,True
66,146,1.29,OCT160034,HOW TRAIN YOUR DRAGON,10.99,Dark Horse,2017-02-01,"(W) Dean DeBlois, Richard A. Hamilton (A) Doug Wheatley (CA) Oliver Vincent","Dean DeBlois, Richard A. Hamilton",Doug Wheatley,Oliver Vincent,False,False,False,1.0,False
67,158,1.27,DEC162066,BRITANNIA,9.99,Valiant,2017-02-01,"(W) Peter Milligan (A) Juan Jose Ryp, Raul Allen (CA) Cary Nord",Peter Milligan,"Juan Jose Ryp, Raul Allen",Cary Nord,False,False,False,1.0,False
68,42,1.27,NOV160969,DEADPOOL AND SECRET DEFENDERS,29.99,Marvel,2017-02-01,(W) Various (A) Various (CA) Michael Bair,Various,Various,Michael Bair,False,False,False,1.0,False
69,100,1.24,NOV160342,WONDER WOMAN 77,16.99,DC,2017-02-01,"(W) Marc Andreyko, Christos N. Gage, Amanda Deibert, Trina Robbins, Amy Chu (A) Richard Ortiz, Staz Johnson, Cat Staggs, Tom Derenick, Dario Brizuela, Christian Duce, Andres Ponce, Wayne Faucher, Tess Fowler (CA) Jason Badower","Marc Andreyko, Christos N. Gage, Amanda Deibert, Trina Robbins, Amy Chu","Richard Ortiz, Staz Johnson, Cat Staggs, Tom Derenick, Dario Brizuela, Christian Duce, Andres Ponce, Wayne Faucher, Tess Fowler",Jason Badower,False,False,False,2.0,False
70,36,1.22,NOV140863,HAWKEYE BY MATT FRACTION AND DAVID AJA OMNIBUS,99.99,Marvel,2017-02-01,(W) Matt Fraction (A) Various (CA) David Aja,Matt Fraction,Various,David Aja,False,False,False,1.0,False
71,102,1.22,NOV160335,GREEN LANTERN,16.99,DC,2017-02-01,"(W) Robert Venditti (A) Martin Coccolo, Vicente Cifuentes, Rafael Sandoval, John Livesay, Jordi Tarragona (A/CA) Billy Tan, Mark Irwin",Robert Venditti,"Martin Coccolo, Vicente Cifuentes, Rafael Sandoval, John Livesay, Jordi Tarragona,Billy Tan, Mark Irwin","Billy Tan, Mark Irwin",False,False,True,8.0,False
72,5,1.22,AUG160988-M,MMW UNCANNY X-MEN,100.0,Marvel,2017-02-01,(W) Chris Claremont (A) Various (CA) John Romita,Chris Claremont,Various,John Romita,False,False,False,10.0,False
73,115,1.22,JUL150565,SAGA,14.99,Image,2017-02-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,5.0,True
74,4,1.19,AUG160990,WAR OF KINGS AFTERMATH REALM OF KINGS OMNIBUS,125.0,Marvel,2017-02-01,"(W) Dan Abnett, Andy Lanning, Scott Reed (A) Various (CA) Alex Garner","Dan Abnett, Andy Lanning, Scott Reed",Various,Alex Garner,False,False,False,1.0,False
75,27,1.19,NOV160987,STAR WARS LEGENDS EPIC COLLECTION,39.99,Marvel,2017-02-01,(W) Various (A) Various (CA) Dave Wilkins,Various,Various,Dave Wilkins,False,False,False,3.0,False
76,48,1.19,NOV160325,BATMAN THE GOLDEN AGE,29.99,DC,2017-02-01,"(W) Bill Finger (A) Bob Kane, Jerry Robinson, George Roussos (CA) Michael Cho",Bill Finger,"Bob Kane, Jerry Robinson, George Roussos",Michael Cho,False,False,False,2.0,False
77,105,1.18,NOV160337,ROBIN SON OF BATMAN,16.99,DC,2017-02-01,"(W) Patrick Gleason, Ray Fawkes (A) Ramon Bachs, Scott McDaniel, Andy Owens (A/CA) Patrick Gleason, Mick Gray","Patrick Gleason, Ray Fawkes","Ramon Bachs, Scott McDaniel, Andy Owens,Patrick Gleason, Mick Gray","Patrick Gleason, Mick Gray",False,False,True,2.0,False
78,90,1.17,JUL150827,STAR WARS DARTH VADER,19.99,Marvel,2017-02-01,(W) Kieron Gillen (A) Salvador Larroca (CA) Adi Granov,Kieron Gillen,Salvador Larroca,Adi Granov,False,False,False,1.0,False
79,107,1.16,DEC160761,LAKE OF FIRE,16.99,Image,2017-02-01,(W) Nathan Fairbairn (A/CA) Matt Smith,Nathan Fairbairn,Matt Smith,Matt Smith,False,False,True,1.0,True
80,131,1.11,NOV160326,BATMAN BEYOND,14.99,DC,2017-02-01,"(W) Dan Jurgens (A) Bernard Chang, Stephen Thompson, Jay Leisten (A/CA) Philip Tan",Dan Jurgens,"Bernard Chang, Stephen Thompson, Jay Leisten,Philip Tan",Philip Tan,False,False,True,3.0,False
80,129,1.11,OCT140644,SAGA,14.99,Image,2017-02-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,4.0,True
82,33,1.1,NOV160322,BATGIRL A CELEBRATION OF 50 YEARS,39.99,DC,2017-02-01,"(W) Gardner Fox, Chuck Dixon, Kelley Puckett, Gail Simone, Bill Finger, Scott Beatty, Frank Robbins, Bob Rozakis, Barbara Randall, John Ostrander, Kim Yale, Greg Rucka, Dylan Horrocks, Bryan Q. Miller, Cameron Stewart, Brenden Fletcher (A) Carmine Infantino, Damion Scott, Cameron Stewart, Babs Tarr, Sheldon Moldoff, Charles Paris, Sid Greene, Gil Kane, Don Heck, Irv Novick, Vince Colletta, Trevor Von Eeden, Rodin Rodriguez, Barry Kitson, Bruce D. Patterson, Brian Stelfreeze, Karl Story, Greg Land, Drew Geraci, Mike Deodato, Sean Parsons, Robert Campanella, Rick Leonardi, Jesse Delperdang, Tim Levins, Lee Garbett, Dan Davis, Aaron Sowd, Trevor Scott, Pere Perez, Ed Benes (A/CA) Marcos Martin, Alvaro Lopez","Gardner Fox, Chuck Dixon, Kelley Puckett, Gail Simone, Bill Finger, Scott Beatty, Frank Robbins, Bob Rozakis, Barbara Randall, John Ostrander, Kim Yale, Greg Rucka, Dylan Horrocks, Bryan Q. Miller, Cameron Stewart, Brenden Fletcher","Carmine Infantino, Damion Scott, Cameron Stewart, Babs Tarr, Sheldon Moldoff, Charles Paris, Sid Greene, Gil Kane, Don Heck, Irv Novick, Vince Colletta, Trevor Von Eeden, Rodin Rodriguez, Barry Kitson, Bruce D. Patterson, Brian Stelfreeze, Karl Story, Greg Land, Drew Geraci, Mike Deodato, Sean Parsons, Robert Campanella, Rick Leonardi, Jesse Delperdang, Tim Levins, Lee Garbett, Dan Davis, Aaron Sowd, Trevor Scott, Pere Perez, Ed Benes,Marcos Martin, Alvaro Lopez","Marcos Martin, Alvaro Lopez",False,False,True,1.0,False
